,Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport
1138,1139,64,"['Eiffel Tower', 'Louvre Museum', 'Uffizi Gallery', 'Terracotta Army', 'Rocky Mountains', 'Mount Fuji', 'Grand Canyon']",225,2343,Snowy,Medium,Low,,"['Eiffel Tower', 'Louvre Museum', 'Uffizi Gallery', 'Terracotta Army', 'Rocky Mountains', 'Mount Fuji', 'Grand Canyon']",2,25,Female,China,Group,Low,Nature,Bus
1139,1140,110,"['Colosseum', 'Amber Fort', 'Prague Castle']",375,3112,Sunny,Medium,High,,"['Colosseum', 'Amber Fort', 'Prague Castle']",3,45,Other,Germany,Friends,Low,Food,Car
1140,1141,124,"['Eiffel Tower', 'Machu Picchu', 'Leaning Tower of Pisa', 'Prague Castle', 'Grand Canyon']",488,9247,Cloudy,Medium,Low,Festival,"['Eiffel Tower', 'Machu Picchu', 'Leaning Tower of Pisa', 'Prague Castle', 'Grand Canyon']",5,18,Male,India,Group,High,Shopping,Bus
1141,1142,9,"['Pyramid of the Sun', 'Christ the Redeemer', 'Great Barrier Reef', 'Venice Canals', 'Banff National Park', 'Mount Fuji', 'Dubrovnik Old Town']",534,4176,Rainy,Low,High,,"['Pyramid of the Sun', 'Christ the Redeemer', 'Great Barrier Reef', 'Venice Canals', 'Banff National Park', 'Mount Fuji', 'Dubrovnik Old Town']",4,53,Female,Japan,Family,High,Shopping,Car
1142,1143,42,"['Statue of David', 'Christ the Redeemer', 'Amber Fort', 'Red Fort', 'Venice Canals', 'Florence Cathedral', 'Grand Canyon']",527,3338,Rainy,Medium,Low,,"['Statue of David', 'Christ the Redeemer', 'Amber Fort', 'Red Fort', 'Venice Canals', 'Florence Cathedral', 'Grand Canyon']",5,23,Female,UK,Family,Medium,Adventure,Bus
1143,1144,29,"['Times Square', 'Iguazu Falls', 'Victoria Falls']",428,4605,Rainy,Medium,Low,Holiday,"['Times Square', 'Iguazu Falls', 'Victoria Falls']",1,40,Other,China,Friends,Medium,Cultural,Taxi
1144,1145,86,"['Colosseum', 'Leaning Tower of Pisa', 'Table Mountain']",590,651,Snowy,Medium,High,,"['Colosseum', 'Leaning Tower of Pisa', 'Table Mountain']",5,38,Female,USA,Friends,Low,Adventure,Car
1145,1146,124,"['Great Wall of China', 'Grand Canyon', 'Iguazu Falls']",434,3986,Rainy,Low,Low,,"['Great Wall of China', 'Grand Canyon', 'Iguazu Falls']",2,18,Male,India,Group,High,Shopping,Bus
1146,1147,34,"['Roman Forum', 'Golden Gate Bridge', 'Rocky Mountains', 'Mount Fuji', 'Iguazu Falls', 'Dubrovnik Old Town']",204,8385,Cloudy,Medium,High,,"['Roman Forum', 'Golden Gate Bridge', 'Rocky Mountains', 'Mount Fuji', 'Iguazu Falls', 'Dubrovnik Old Town']",5,29,Male,China,Friends,High,Shopping,Train
1147,1148,103,"['Amber Fort', 'Budapest Parliament', 'Yellowstone National Park', 'Machu Picchu Citadel']",364,1340,Rainy,Low,High,,"['Amber Fort', 'Budapest Parliament', 'Yellowstone National Park', 'Machu Picchu Citadel']",4,47,Female,USA,Family,Low,Shopping,Walk
1148,1149,87,"['Roman Forum', 'Great Wall of China', 'Sydney Opera House', 'Statue of Liberty', 'Florence Cathedral', 'Banff National Park', 'Santorini']",319,3701,Rainy,Low,Medium,Holiday,"['Roman Forum', 'Great Wall of China', 'Sydney Opera House', 'Statue of Liberty', 'Florence Cathedral', 'Banff National Park', 'Santorini']",3,31,Female,Japan,Friends,Low,Food,Bus
1149,1150,13,"['Great Wall of China', 'Notre-Dame Cathedral', 'Sistine Chapel', 'Statue of David', 'Red Fort', 'Bora Bora', 'Santorini']",218,6744,Cloudy,High,Medium,Festival,"['Great Wall of China', 'Notre-Dame Cathedral', 'Sistine Chapel', 'Statue of David', 'Red Fort', 'Bora Bora', 'Santorini']",2,44,Female,France,Friends,High,Food,Bike
1150,1151,179,"['Table Mountain', 'Kruger National Park', 'Grand Canyon']",129,981,Cloudy,High,Low,,"['Table Mountain', 'Kruger National Park', 'Grand Canyon']",3,59,Male,Germany,Solo,Medium,Food,Bike
1151,1152,138,"['Notre-Dame Cathedral', 'Temple of Karnak', 'Sagrada Familia', 'Mount Fuji']",350,3079,Cloudy,Low,High,,"['Notre-Dame Cathedral', 'Temple of Karnak', 'Sagrada Familia', 'Mount Fuji']",5,36,Other,France,Solo,High,Adventure,Car
1152,1153,141,"['Louvre Museum', 'Taj Mahal', 'Venice Canals', 'Rocky Mountains', 'Yellowstone National Park', 'Berlin Wall']",434,1255,Rainy,High,Medium,,"['Louvre Museum', 'Taj Mahal', 'Venice Canals', 'Rocky Mountains', 'Yellowstone National Park', 'Berlin Wall']",2,32,Female,France,Group,Low,Adventure,Train
1153,1154,24,"[""St. Peter's Basilica"", 'Times Square', 'Sagrada Familia', 'Machu Picchu Citadel', 'Iguazu Falls']",476,5503,Cloudy,Medium,High,Holiday,"[""St. Peter's Basilica"", 'Times Square', 'Sagrada Familia', 'Machu Picchu Citadel', 'Iguazu Falls']",2,67,Female,Japan,Family,Medium,Shopping,Walk
1154,1155,6,"['Banff National Park', 'Budapest Parliament', 'Berlin Wall']",507,9513,Cloudy,Low,Low,,"['Banff National Park', 'Budapest Parliament', 'Berlin Wall']",4,36,Female,UK,Group,Low,Adventure,Bus
1155,1156,54,"['Times Square', 'Great Barrier Reef', 'Acropolis of Athens', 'Banff National Park', 'Kruger National Park', 'Kyoto Temples']",205,6246,Cloudy,High,High,Holiday,"['Times Square', 'Great Barrier Reef', 'Acropolis of Athens', 'Banff National Park', 'Kruger National Park', 'Kyoto Temples']",2,34,Female,Germany,Friends,Medium,Cultural,Train
1156,1157,29,"['Great Wall of China', 'Central Park', 'Golden Gate Bridge', 'Leaning Tower of Pisa', 'Rocky Mountains']",210,5119,Sunny,High,Medium,,"['Great Wall of China', 'Central Park', 'Golden Gate Bridge', 'Leaning Tower of Pisa', 'Rocky Mountains']",4,40,Other,China,Friends,Medium,Cultural,Taxi
1157,1158,12,"['Great Wall of China', 'Forbidden City', 'Amber Fort', 'Acropolis of Athens', 'Banff National Park', 'Berlin Wall']",488,731,Snowy,Medium,Medium,,"['Great Wall of China', 'Forbidden City', 'Amber Fort', 'Acropolis of Athens', 'Banff National Park', 'Berlin Wall']",2,47,Female,UK,Solo,High,Cultural,Train
1158,1159,7,"['Eiffel Tower', 'Statue of David', 'Sydney Opera House', 'Red Fort', 'Sagrada Familia', 'Kruger National Park']",444,1854,Sunny,Medium,High,Holiday,"['Eiffel Tower', 'Statue of David', 'Sydney Opera House', 'Red Fort', 'Sagrada Familia', 'Kruger National Park']",3,28,Female,Germany,Family,High,Adventure,Car
1159,1160,19,"['Sistine Chapel', 'Pyramid of the Sun', 'Sydney Opera House', 'Taj Mahal']",135,1257,Snowy,Low,High,,"['Sistine Chapel', 'Pyramid of the Sun', 'Sydney Opera House', 'Taj Mahal']",3,32,Male,UK,Family,High,Nature,Train
1160,1161,25,"['Sistine Chapel', 'Uffizi Gallery', 'Terracotta Army', 'Machu Picchu', 'Acropolis of Athens', 'Sagrada Familia', 'Dubrovnik Old Town']",342,9081,Snowy,High,Low,,"['Sistine Chapel', 'Uffizi Gallery', 'Terracotta Army', 'Machu Picchu', 'Acropolis of Athens', 'Sagrada Familia', 'Dubrovnik Old Town']",2,58,Female,Germany,Family,Medium,Adventure,Bike
1161,1162,123,"['Central Park', 'Pyramid of the Sun', 'Uluru', 'Venice Canals', 'Rocky Mountains', 'Yellowstone National Park', 'Machu Picchu Citadel']",237,3571,Snowy,High,Low,Holiday,"['Central Park', 'Pyramid of the Sun', 'Uluru', 'Venice Canals', 'Rocky Mountains', 'Yellowstone National Park', 'Machu Picchu Citadel']",2,25,Other,Germany,Solo,Low,Nature,Bike
1162,1163,92,"['Statue of David', 'Uffizi Gallery', 'Golden Gate Bridge', 'Venice Canals', 'Kruger National Park', 'Santorini']",132,3319,Rainy,High,Low,Festival,"['Statue of David', 'Uffizi Gallery', 'Golden Gate Bridge', 'Venice Canals', 'Kruger National Park', 'Santorini']",1,31,Male,Japan,Solo,Medium,Shopping,Bike
1163,1164,151,"['Great Barrier Reef', 'Pyramids of Giza', 'Amber Fort', 'Red Fort', 'Venice Canals', 'Budapest Parliament']",458,4967,Snowy,Low,High,Holiday,"['Great Barrier Reef', 'Pyramids of Giza', 'Amber Fort', 'Red Fort', 'Venice Canals', 'Budapest Parliament']",4,36,Male,France,Friends,High,Relaxation,Train
1164,1165,47,"['Temple of Karnak', 'Red Fort', 'Sagrada Familia']",546,9874,Cloudy,Low,High,Festival,"['Temple of Karnak', 'Red Fort', 'Sagrada Familia']",2,57,Female,Japan,Group,Medium,Food,Train
1165,1166,189,"['Louvre Museum', 'Times Square', 'Machu Picchu Citadel', 'Iguazu Falls', 'Berlin Wall']",517,4582,Sunny,High,Low,Festival,"['Louvre Museum', 'Times Square', 'Machu Picchu Citadel', 'Iguazu Falls', 'Berlin Wall']",4,58,Female,Japan,Friends,Medium,Food,Taxi
1166,1167,34,"['Red Fort', 'Santorini', 'Machu Picchu Citadel']",596,6028,Rainy,High,Low,Festival,"['Red Fort', 'Santorini', 'Machu Picchu Citadel']",2,29,Male,China,Friends,High,Shopping,Train
1167,1168,72,"['Uluru', 'Banff National Park', 'Kyoto Temples', 'Mount Fuji']",390,4859,Snowy,Low,High,Festival,"['Uluru', 'Banff National Park', 'Kyoto Temples', 'Mount Fuji']",3,64,Male,France,Group,Low,Food,Taxi
1168,1169,18,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Forbidden City', 'Acropolis of Athens', 'Table Mountain', 'Kruger National Park', 'Yellowstone National Park']",457,9302,Cloudy,Low,Medium,,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Forbidden City', 'Acropolis of Athens', 'Table Mountain', 'Kruger National Park', 'Yellowstone National Park']",1,38,Other,India,Group,High,Adventure,Bike
1169,1170,142,"['Great Wall of China', 'Statue of Liberty', 'Golden Gate Bridge', 'Rocky Mountains', 'Berlin Wall']",338,700,Sunny,High,High,,"['Great Wall of China', 'Statue of Liberty', 'Golden Gate Bridge', 'Rocky Mountains', 'Berlin Wall']",5,42,Male,China,Solo,Low,Shopping,Car
1170,1171,63,"['Temple of Karnak', 'Taj Mahal', 'Golden Gate Bridge', 'Mount Fuji', 'Grand Canyon']",126,4996,Snowy,Medium,Medium,,"['Temple of Karnak', 'Taj Mahal', 'Golden Gate Bridge', 'Mount Fuji', 'Grand Canyon']",5,19,Female,China,Friends,High,Shopping,Walk
1171,1172,55,"['Great Barrier Reef', 'Pyramids of Giza', 'Florence Cathedral']",250,8211,Cloudy,High,High,Holiday,"['Great Barrier Reef', 'Pyramids of Giza', 'Florence Cathedral']",2,55,Male,Germany,Family,Medium,Nature,Bus
1172,1173,4,"['Pyramid of the Sun', 'Terracotta Army', 'Uluru', 'Temple of Karnak', 'Venice Canals', 'Rocky Mountains', 'Kruger National Park']",318,4606,Rainy,Low,Medium,,"['Pyramid of the Sun', 'Terracotta Army', 'Uluru', 'Temple of Karnak', 'Venice Canals', 'Rocky Mountains', 'Kruger National Park']",4,31,Female,Germany,Family,Medium,Shopping,Car
1173,1174,94,"['Sistine Chapel', 'Times Square', 'Statue of David', 'Uluru', 'Kyoto Temples']",134,8144,Snowy,Medium,High,Holiday,"['Sistine Chapel', 'Times Square', 'Statue of David', 'Uluru', 'Kyoto Temples']",2,55,Male,Japan,Group,Medium,Food,Car
1174,1175,184,"['Pyramid of the Sun', 'Terracotta Army', 'Yellowstone National Park']",175,7300,Rainy,Medium,High,Holiday,"['Pyramid of the Sun', 'Terracotta Army', 'Yellowstone National Park']",1,69,Male,Germany,Family,Low,Relaxation,Bike
1175,1176,172,"['Eiffel Tower', ""St. Peter's Basilica"", 'Times Square', 'Statue of David', 'Great Wall of China', 'Red Fort', 'Table Mountain']",168,7625,Cloudy,Low,High,Holiday,"['Eiffel Tower', ""St. Peter's Basilica"", 'Times Square', 'Statue of David', 'Great Wall of China', 'Red Fort', 'Table Mountain']",1,54,Other,China,Group,Low,Relaxation,Bike
1176,1177,5,"['Great Wall of China', 'Statue of Liberty', 'Grand Canyon']",290,5099,Snowy,Low,Medium,Festival,"['Great Wall of China', 'Statue of Liberty', 'Grand Canyon']",3,65,Other,Japan,Solo,Low,Cultural,Train
1177,1178,72,"['Notre-Dame Cathedral', 'Sistine Chapel', ""St. Peter's Basilica"", 'Sagrada Familia', 'Santorini', 'Machu Picchu Citadel']",211,502,Rainy,High,Medium,Festival,"['Notre-Dame Cathedral', 'Sistine Chapel', ""St. Peter's Basilica"", 'Sagrada Familia', 'Santorini', 'Machu Picchu Citadel']",4,64,Male,France,Group,Low,Food,Taxi
1178,1179,162,"['Rocky Mountains', 'Kyoto Temples', 'Victoria Falls']",359,3277,Cloudy,High,Medium,Holiday,"['Rocky Mountains', 'Kyoto Temples', 'Victoria Falls']",5,38,Male,USA,Solo,Medium,Nature,Train
1179,1180,165,"['Times Square', 'Pyramids of Giza', 'Statue of Liberty', 'Prague Castle']",422,3168,Snowy,Medium,Medium,,"['Times Square', 'Pyramids of Giza', 'Statue of Liberty', 'Prague Castle']",2,68,Male,UK,Friends,Medium,Nature,Walk
1180,1181,105,"['Great Wall of China', 'Notre-Dame Cathedral', 'Great Wall of China', 'Great Barrier Reef', 'Berlin Wall']",310,2988,Rainy,High,Low,,"['Great Wall of China', 'Notre-Dame Cathedral', 'Great Wall of China', 'Great Barrier Reef', 'Berlin Wall']",1,65,Female,France,Solo,High,Food,Bike
1181,1182,166,"['Eiffel Tower', 'Great Barrier Reef', 'Pyramids of Giza', 'Table Mountain', 'Kyoto Temples', 'Berlin Wall']",399,5612,Snowy,Low,Low,Holiday,"['Eiffel Tower', 'Great Barrier Reef', 'Pyramids of Giza', 'Table Mountain', 'Kyoto Temples', 'Berlin Wall']",5,44,Male,Germany,Solo,Medium,Relaxation,Train
1182,1183,89,"['Machu Picchu', 'Christ the Redeemer', 'Temple of Karnak', 'Statue of Liberty', 'Budapest Parliament', 'Dubrovnik Old Town']",549,9251,Snowy,Low,Low,,"['Machu Picchu', 'Christ the Redeemer', 'Temple of Karnak', 'Statue of Liberty', 'Budapest Parliament', 'Dubrovnik Old Town']",4,45,Male,USA,Group,Medium,Shopping,Train
1183,1184,55,"['Roman Forum', 'Bora Bora', 'Santorini', 'Machu Picchu Citadel']",214,6817,Cloudy,Medium,Medium,Holiday,"['Roman Forum', 'Bora Bora', 'Santorini', 'Machu Picchu Citadel']",1,55,Male,Germany,Family,Medium,Nature,Bus
1184,1185,161,"['Central Park', 'Sydney Opera House', 'Florence Cathedral']",435,9119,Rainy,Medium,Medium,,"['Central Park', 'Sydney Opera House', 'Florence Cathedral']",2,25,Male,China,Solo,Medium,Shopping,Car
1185,1186,191,"['Temple of Karnak', 'Sagrada Familia', 'Banff National Park', 'Budapest Parliament']",404,1032,Rainy,Low,Low,Festival,"['Temple of Karnak', 'Sagrada Familia', 'Banff National Park', 'Budapest Parliament']",3,51,Male,Germany,Friends,High,Food,Train
1186,1187,165,"['Christ the Redeemer', 'Acropolis of Athens', 'Statue of Liberty', 'Golden Gate Bridge', 'Rocky Mountains', 'Bora Bora', 'Grand Canyon']",231,4115,Rainy,Medium,High,Festival,"['Christ the Redeemer', 'Acropolis of Athens', 'Statue of Liberty', 'Golden Gate Bridge', 'Rocky Mountains', 'Bora Bora', 'Grand Canyon']",2,68,Male,UK,Friends,Medium,Nature,Walk
1187,1188,161,"['Uluru', 'Temple of Karnak', 'Statue of Liberty', 'Bora Bora', 'Santorini', 'Iguazu Falls', 'Berlin Wall']",455,9913,Snowy,Low,Medium,Holiday,"['Uluru', 'Temple of Karnak', 'Statue of Liberty', 'Bora Bora', 'Santorini', 'Iguazu Falls', 'Berlin Wall']",3,25,Male,China,Solo,Medium,Shopping,Car
1188,1189,37,"['Louvre Museum', 'Roman Forum', 'Taj Mahal', 'Red Fort', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Budapest Parliament']",455,2697,Rainy,Medium,High,,"['Louvre Museum', 'Roman Forum', 'Taj Mahal', 'Red Fort', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Budapest Parliament']",3,47,Male,Japan,Family,Low,Shopping,Walk
1189,1190,128,"['Louvre Museum', 'Amber Fort', 'Sagrada Familia', 'Bora Bora', 'Santorini', 'Prague Castle', 'Dubrovnik Old Town']",371,9775,Cloudy,Medium,High,,"['Louvre Museum', 'Amber Fort', 'Sagrada Familia', 'Bora Bora', 'Santorini', 'Prague Castle', 'Dubrovnik Old Town']",5,66,Male,UK,Family,Medium,Nature,Train
1190,1191,136,"['Great Wall of China', 'Forbidden City', 'Taj Mahal', 'Statue of Liberty', 'Kyoto Temples', 'Yellowstone National Park', 'Iguazu Falls']",574,7551,Rainy,High,High,Festival,"['Great Wall of China', 'Forbidden City', 'Taj Mahal', 'Statue of Liberty', 'Kyoto Temples', 'Yellowstone National Park', 'Iguazu Falls']",1,62,Male,Germany,Family,High,Relaxation,Bike
1191,1192,91,"['Times Square', 'Machu Picchu', 'Christ the Redeemer', 'Temple of Karnak', 'Amber Fort', 'Acropolis of Athens', 'Machu Picchu Citadel']",216,1655,Rainy,Medium,Medium,Festival,"['Times Square', 'Machu Picchu', 'Christ the Redeemer', 'Temple of Karnak', 'Amber Fort', 'Acropolis of Athens', 'Machu Picchu Citadel']",5,40,Female,India,Family,Low,Food,Bike
1192,1193,187,"['Times Square', 'Statue of David', 'Forbidden City', 'Sagrada Familia']",383,5274,Rainy,High,Medium,Holiday,"['Times Square', 'Statue of David', 'Forbidden City', 'Sagrada Familia']",3,18,Male,UK,Group,Medium,Shopping,Bus
1193,1194,190,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Pyramid of the Sun', 'Venice Canals']",418,7690,Rainy,Low,Low,Holiday,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Pyramid of the Sun', 'Venice Canals']",1,35,Other,Germany,Group,High,Nature,Bus
1194,1195,2,"['Sistine Chapel', 'Colosseum', 'Taj Mahal', 'Acropolis of Athens', 'Kruger National Park', 'Iguazu Falls']",282,9103,Snowy,Low,Medium,Festival,"['Sistine Chapel', 'Colosseum', 'Taj Mahal', 'Acropolis of Athens', 'Kruger National Park', 'Iguazu Falls']",5,38,Male,USA,Friends,High,Relaxation,Bike
1195,1196,160,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu', 'Pyramids of Giza', 'Taj Mahal', 'Golden Gate Bridge', 'Dubrovnik Old Town']",330,9137,Sunny,Medium,High,Festival,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu', 'Pyramids of Giza', 'Taj Mahal', 'Golden Gate Bridge', 'Dubrovnik Old Town']",2,43,Female,Germany,Friends,Low,Food,Taxi
1196,1197,161,"['Eiffel Tower', 'Colosseum', 'Times Square', 'Uffizi Gallery', 'Great Wall of China']",226,6255,Sunny,Low,High,Holiday,"['Eiffel Tower', 'Colosseum', 'Times Square', 'Uffizi Gallery', 'Great Wall of China']",2,25,Male,China,Solo,Medium,Shopping,Car
1197,1198,144,"['Colosseum', 'Sydney Opera House', 'Statue of Liberty']",339,1433,Sunny,Medium,Low,Holiday,"['Colosseum', 'Sydney Opera House', 'Statue of Liberty']",3,43,Male,Japan,Solo,High,Shopping,Walk
1198,1199,119,"['Great Wall of China', 'Uluru', 'Temple of Karnak', 'Grand Canyon']",475,6211,Snowy,Low,Low,,"['Great Wall of China', 'Uluru', 'Temple of Karnak', 'Grand Canyon']",2,30,Other,India,Solo,Medium,Cultural,Bike
1199,1200,8,"['Louvre Museum', ""St. Peter's Basilica"", 'Great Wall of China', 'Acropolis of Athens', 'Florence Cathedral']",408,5746,Rainy,High,Low,,"['Louvre Museum', ""St. Peter's Basilica"", 'Great Wall of China', 'Acropolis of Athens', 'Florence Cathedral']",3,24,Female,USA,Family,Low,Adventure,Walk
1200,1201,34,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Christ the Redeemer', 'Red Fort', 'Machu Picchu Citadel', 'Dubrovnik Old Town', 'Victoria Falls']",259,7599,Sunny,Low,High,,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Christ the Redeemer', 'Red Fort', 'Machu Picchu Citadel', 'Dubrovnik Old Town', 'Victoria Falls']",5,29,Male,China,Friends,High,Shopping,Train
1201,1202,51,"['Colosseum', 'Central Park', 'Times Square', 'Kyoto Temples', 'Mount Fuji', 'Victoria Falls']",437,6121,Snowy,Medium,Low,Festival,"['Colosseum', 'Central Park', 'Times Square', 'Kyoto Temples', 'Mount Fuji', 'Victoria Falls']",1,38,Female,China,Solo,Medium,Adventure,Taxi
1202,1203,76,"[""St. Peter's Basilica"", 'Great Barrier Reef', 'Taj Mahal', 'Table Mountain', 'Kyoto Temples', 'Prague Castle']",353,8563,Rainy,High,Medium,Festival,"[""St. Peter's Basilica"", 'Great Barrier Reef', 'Taj Mahal', 'Table Mountain', 'Kyoto Temples', 'Prague Castle']",3,66,Female,Japan,Solo,Low,Nature,Walk
1203,1204,116,"['Acropolis of Athens', 'Banff National Park', 'Kruger National Park', 'Prague Castle']",223,2537,Cloudy,High,Medium,Holiday,"['Acropolis of Athens', 'Banff National Park', 'Kruger National Park', 'Prague Castle']",4,54,Male,France,Solo,Medium,Relaxation,Car
1204,1205,165,"['Sistine Chapel', 'Uluru', 'Pyramids of Giza', 'Florence Cathedral']",491,7890,Rainy,Medium,Medium,Festival,"['Sistine Chapel', 'Uluru', 'Pyramids of Giza', 'Florence Cathedral']",3,68,Male,UK,Friends,Medium,Nature,Walk
1205,1206,175,"['Eiffel Tower', 'Great Barrier Reef', 'Taj Mahal', 'Banff National Park', 'Kruger National Park', 'Machu Picchu Citadel', 'Berlin Wall']",436,2084,Rainy,Medium,Low,,"['Eiffel Tower', 'Great Barrier Reef', 'Taj Mahal', 'Banff National Park', 'Kruger National Park', 'Machu Picchu Citadel', 'Berlin Wall']",2,46,Female,UK,Family,High,Cultural,Train
1206,1207,196,"['Colosseum', 'Terracotta Army', 'Sydney Opera House', 'Great Barrier Reef', 'Temple of Karnak', 'Amber Fort', 'Rocky Mountains']",510,5847,Snowy,Low,High,,"['Colosseum', 'Terracotta Army', 'Sydney Opera House', 'Great Barrier Reef', 'Temple of Karnak', 'Amber Fort', 'Rocky Mountains']",4,32,Other,USA,Group,Low,Nature,Car
1207,1208,49,"['Forbidden City', 'Amber Fort', 'Victoria Falls']",382,3680,Rainy,Low,Low,,"['Forbidden City', 'Amber Fort', 'Victoria Falls']",1,51,Female,China,Friends,High,Cultural,Bus
1208,1209,156,"['Central Park', 'Times Square', 'Kyoto Temples', 'Prague Castle']",417,5273,Cloudy,High,Medium,Festival,"['Central Park', 'Times Square', 'Kyoto Temples', 'Prague Castle']",5,34,Other,India,Group,Medium,Nature,Bus
1209,1210,168,"['Uffizi Gallery', 'Christ the Redeemer', 'Red Fort', 'Sagrada Familia', 'Venice Canals', 'Yellowstone National Park', 'Iguazu Falls']",532,9513,Sunny,High,Low,Festival,"['Uffizi Gallery', 'Christ the Redeemer', 'Red Fort', 'Sagrada Familia', 'Venice Canals', 'Yellowstone National Park', 'Iguazu Falls']",2,33,Male,Germany,Group,Low,Adventure,Walk
1210,1211,113,"['Uffizi Gallery', 'Pyramid of the Sun', 'Florence Cathedral']",173,6509,Sunny,Medium,Medium,,"['Uffizi Gallery', 'Pyramid of the Sun', 'Florence Cathedral']",4,25,Female,Japan,Family,High,Food,Bus
